number_of__talk__download_languages,comment_count,number_of__subtitled_videos,number_of__talk__more_resources,work_tag,number_of__talk__recommendations,growth_tag,personal_tag,success_tag,author_occupation,leadership_tag,psychology_tag,business_tag,brain_tag,psychologist_occupation,happiness_tag,number_of__talks__take_actions,age_months,ted salon talk  partner _video,duration,self_tag,ted institute talk_video,communication_tag,subjectivity,ted stage talk_video,ted  original_video,engineer_occupation,researcher_occupation,artist_occupation,teaching_tag,writer_occupation,technology_tag,best web_video,tedx talk_video,body_tag,philosopher_occupation,comedian_occupation,original content_video,comedy_tag,entrepreneur_tag
19,15.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,658,0,0,0,0.4661422881544832,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
13,110.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,308,0,0,0,0.4490665584415584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,206.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,991,0,0,0,0.3991330336330336,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14,181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,277,0,0,0,0.4382775119617224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,233,0,0,0,0.5023458235753318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,131.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,899,0,0,0,0.4815670517327976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,106.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,394,0,0,0,0.3645451314854299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,216,0,0,0,0.5351603835978836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,157.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,1131,0,0,0,0.4816180217352093,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,86.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,872,0,0,0,0.4269718144174667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,141.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,810,0,0,0,0.5321766388373532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,121.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,288,0,0,0,0.4441888528138527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,101.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,942,0,0,0,0.3954340942076792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,59.0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104,0,341,0,0,0,0.4284252297410191,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,77.0,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,106,0,325,0,0,0,0.4873809523809524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,361.0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,0,769,0,0,1,0.5488961501461501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,52.0,18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,1316,0,0,0,0.550338422099786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,252,0,0,0,0.49595238095238103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,31.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1697,0,0,0,0.5085863295952316,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,132.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,552,0,0,0,0.4739729225023343,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21,39.0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,538,0,0,0,0.4282097852642408,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,35.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1011,0,0,0,0.4466444302509877,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,82.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,288,0,0,0,0.5495038042765314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,306,0,0,0,0.4047497982243745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,202.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,1030,0,0,0,0.4264358046555016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,212.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,266,0,0,0,0.4042237308146399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,130.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1011,0,0,0,0.5415000511753764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,268.0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103,0,978,0,0,0,0.4624694870873914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,21.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,227,0,0,0,0.4583966565349543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,71.0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,870,0,0,0,0.4901253607503607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,666,0,0,0,0.4623946406656686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,338.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1094,0,0,0,0.4234924360980701,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,202.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,266,0,0,0,0.5404761904761906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,67.0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,0,953,0,0,0,0.5014527581004854,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,65.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,143,0,0,0,0.6397959183673471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,178,0,0,0,0.4458849206349205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,68.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,848,0,0,0,0.4749600623843048,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30,75.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,424,0,0,0,0.5151741293532337,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,240,0,0,0,0.4143600339054884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,467,1,0,0,0.5095985363842505,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,243.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,585,0,0,0,0.4256331631331631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,151.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,267,0,0,0,0.4146462912087913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,870,0,0,0,0.4843798774921226,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,56.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,998,0,0,0,0.5029303884635642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,92.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,561,0,0,1,0.5719174503657263,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11,12.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,232,0,0,0,0.4390642303433001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,186.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,456,0,0,0,0.4792748917748918,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29,66.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,297,0,0,0,0.4255491422158088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1066,0,0,0,0.4717938111271445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,600,0,0,1,0.4871855345911949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,52.0,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,115,0,946,0,0,0,0.5284653679653682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,94.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,566,0,0,0,0.428685192759996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,66.0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,134,0,1040,0,0,0,0.4644226837976837,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,234.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,731,0,0,0,0.39269184188827067,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,70.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,1490,0,0,0,0.4764069098397456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,13.0,24,0,0,1,0,0,0,0,0,1,0,0,1,0,1,10,0,611,1,0,1,0.4402468743377833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,94.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,740,0,0,0,0.4257833333333335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,81.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,281,0,0,0,0.4350783972125436,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,68.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,292,0,0,0,0.4631588269886143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,56.0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,141,0,813,0,0,0,0.5033790870376236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,58.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,1034,0,0,0,0.5400433288336516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,258,0,0,1,0.5289124839124838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,838.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,422,0,0,0,0.528436507936508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,341.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,599,0,0,0,0.4826011089367256,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
28,145.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,1085,0,0,0,0.4141236263736265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,31.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,1517,0,0,0,0.4598048069871841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,65.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,241,0,0,0,0.4998670995670997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,99.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,1711,0,0,1,0.4838685869950789,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
14,67.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,943,0,1,0,0.4635800269382365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,110.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,763,0,0,0,0.44520462233576985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,309,0,0,0,0.5435714285714285,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,97.0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,0,367,0,0,0,0.4951168430335097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,105.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,316,0,0,0,0.36045386904761895,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,143.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,1172,0,0,0,0.4359980622552049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,119.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,1772,0,0,0,0.4892078397582378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,72.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1071,0,0,0,0.5200504013866087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,74.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,973,0,0,1,0.3752519744886159,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,102.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,680,0,0,0,0.5070727769498261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,258,0,0,0,0.4802085734778042,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,95.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,1014,0,0,0,0.41689993882928666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,143.0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103,0,767,0,0,0,0.5195623597813379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,77.0,22,1,0,1,0,0,0,0,0,0,1,0,0,0,0,164,0,952,0,0,1,0.4338219932241671,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,620.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,1012,0,0,0,0.4706332533013203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,111.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1056,0,0,0,0.478557944213284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,153.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,1418,0,0,0,0.4436994732175457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,48.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,754,0,0,0,0.4662868042123359,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,1012,0,0,0,0.42446864962994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,199.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,818,0,0,1,0.4661176108374383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,101.0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,112,0,993,0,0,0,0.4946772511955758,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,175.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,305,0,0,0,0.4732708032708032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,63.0,18,0,0,3,0,0,0,0,0,0,1,0,0,0,1,20,0,552,0,0,0,0.4739693420614475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,115.0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,124,0,1081,0,0,0,0.4534082159548576,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,190.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1066,0,0,0,0.4058171974451044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,39.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,709,0,0,0,0.4259533648170013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,175.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1034,0,0,0,0.5098184856079598,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,204,0,0,0,0.5176001082251083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,272,0,0,0,0.5069699322416712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,151.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,641,0,0,0,0.4180297111742425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,141.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,730,0,0,0,0.4609250501913546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,1006,0,0,0,0.5565041650268923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,995,0,0,0,0.5781318082788667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,28.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,869,0,0,0,0.46323026779422105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,94.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,985,0,0,0,0.5325492288110214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,89.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,1241,0,0,0,0.4780165882967607,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,19.0,26,1,1,0,1,1,0,0,0,0,1,0,0,0,0,16,0,289,0,0,0,0.4487673467194742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,33.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,499,0,0,0,0.4635542827958557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,47.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1389,0,0,1,0.4876254535587869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,244,0,0,0,0.5498979591836735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,75.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,378,0,0,0,0.4754385964912281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,180.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,1056,0,0,0,0.4519520381398832,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,92.0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,0,931,0,0,0,0.5005168656846507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,83.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1043,0,0,0,0.42196573509953794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,290,0,0,0,0.4047077922077922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269,0,0,0,0.4175995670995672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,294,0,0,0,0.5771691352126134,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,69.0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,0,848,0,0,0,0.462880028676207,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,42.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,1176,0,0,0,0.4616642059413143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,98.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117,0,764,0,0,0,0.4306522774919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,305,0,0,0,0.3771005509641874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,136.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,563,0,0,0,0.4418123999288382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,294,0,0,0,0.5126535029596254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,661,0,0,0,0.3789334721881893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,46.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1006,0,0,0,0.4457865860990865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,52.0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165,0,1006,0,0,1,0.5552668650793652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,121.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,411,0,0,0,0.3866716981848559,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,75.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,337,0,0,0,0.4667972582972581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,283,0,0,0,0.4829327258762741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,130.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,230,0,0,0,0.3965686274509804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,195,0,0,0,0.2698979591836735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,89.0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,0,564,0,0,0,0.4226825049114205,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,113.0,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1,91,0,299,0,0,0,0.2550121477162292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,213,0,0,0,0.4174765157323296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,38.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,812,0,0,0,0.4153861927546139,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,104.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1068,0,0,0,0.4286895683418863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,163.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,1007,0,0,0,0.4645357969576721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,111.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,928,0,0,0,0.5002157134727561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,268,0,0,0,0.5184440559440561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,238,0,0,0,0.3285162549868432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,165.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,253,0,0,0,0.5037250384024579,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,23.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,728,0,0,0,0.505676782155043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,37.0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,138,0,1142,0,0,0,0.4703900724981237,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0.4729474548440066,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,78.0,36,2,0,2,0,0,0,0,0,0,0,0,0,0,0,127,0,220,0,0,0,0.5269841269841271,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,146.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,783,0,0,0,0.5181237781036169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,30.0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,805,0,0,0,0.4814131530569885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,343,0,0,0,0.5658192725909262,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,249,0,0,0,0.5122953869047615,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1397,0,0,0,0.4597078214753999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,39.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,683,0,0,0,0.4928974620151091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,42.0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143,0,241,0,0,0,0.3923809523809524,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,335.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,677,0,0,0,0.4752627465127465,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,303.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1115,0,0,0,0.37350617574710826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,16.0,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,46,0,859,0,0,0,0.4805864448051951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
